zip,freq,contribution_total,contribution_dem,contribution_rep,contribution_unk,state,latitude,longitude,population,density,avg_home_value,clinton,trump,won
97498,660,54608,18371,18101,9336,OR,44.3256,-124.0863,1539,7.1,272162,50.07%,39.09%,dem
5065,659,66421,43134,NA,23287,VT,43.7845,-72.42335,967,12.8,261008,56.68%,30.27%,dem
38135,659,49316,16685,7328,13978,TN,35.2323,-89.8509,29714,925.5,162111,34.72%,60.72%,rep
71104,659,367270,235735,85060,45705,LA,32.483,-93.7349,14479,1445.6,103517,38.45%,58.09%,rep
73026,659,84158,22127,5453,54808,OK,35.2343,-97.2914,10338,37.6,168200,28.93%,65.32%,rep
87532,659,47567,22285,2025,22312,NM,35.9872,-106.0717,18756,61.7,174851,48.26%,40.04%,dem
8027,658,40081,10883,5903,23215,NJ,39.82999,-75.28738,4839,255.4,157469,54.99%,41.00%,dem
11370,658,55314,29482,3344,21138,NY,40.7611,-73.8916,32514,10282.2,579464,59.01%,36.52%,dem
15234,658,49770,9386,9330,21220,PA,40.3688,-80.0224,13649,1714.1,136477,47.46%,48.18%,rep
47006,658,224403,10967,147946,64178,IN,39.3001,-85.2221,11499,43.7,173290,37.91%,56.82%,rep
62301,658,156041,28299,62472,52566,IL,39.93159,-91.3866,32078,1151.4,94062,55.83%,38.76%,dem
77081,658,287441,23033,119830,142476,TX,29.7119,-95.4845,52078,5954,203915,43.24%,52.23%,rep
79938,658,91545,20187,36585,33029,TX,31.8045,-105.9661,80143,56.7,146753,43.24%,52.23%,rep
99212,658,90386,9789,41383,23560,WA,47.6686,-117.3049,19895,610.6,169344,52.54%,36.83%,dem
7080,657,59914,15792,10282,29534,NJ,40.57481,-74.41531,23854,1091.6,312479,54.99%,41.00%,dem
27292,657,77522,15955,24397,32334,NC,35.8231,-80.262,39649,105.7,112167,46.17%,49.83%,rep
33811,657,40626,5071,9462,24383,FL,27.9865,-82.0139,21739,291.2,174471,47.82%,49.02%,rep
46815,657,102614,8042,51768,36682,IN,41.1053,-85.0624,28548,983.3,118992,37.91%,56.82%,rep
60410,657,62167,4250,8530,34474,IL,41.4347,-88.2138,12791,197.6,220217,55.83%,38.76%,dem
60655,657,60169,19010,6624,24318,IL,41.69476,-87.70379,28804,2502.6,223988,55.83%,38.76%,dem
67601,657,140428,15279,65203,45598,KS,38.8782,-99.3348,24202,23.8,166332,36.05%,56.65%,rep
29575,656,131391,8791,78762,43788,SC,33.6286,-78.9736,18727,593.2,173076,40.67%,54.94%,rep
30046,656,124147,16933,43295,62225,GA,33.9496,-83.9942,37218,851.5,156726,45.64%,50.77%,rep
57042,656,71271,16941,30062,23018,SD,44.0054,-97.1149,9338,15.8,125902,31.74%,61.53%,rep
97113,656,30898,3198,6644,18393,OR,45.529,-123.0415,14838,153.7,273341,50.07%,39.09%,dem
8251,655,22446,5853,4369,9804,NJ,39.02705,-74.92735,9378,633.4,156264,54.99%,41.00%,dem
20603,655,63057,21474,4171,28771,MD,38.6294,-76.9769,31401,654.8,308613,60.33%,33.91%,dem
32226,655,126336,20582,17478,86702,FL,30.4735,-81.5448,16013,71.1,215629,47.82%,49.02%,rep
34211,655,55262,13926,23043,18061,FL,27.45,-82.3773,7885,29.4,364648,47.82%,49.02%,rep
34429,655,81990,6235,47855,25395,FL,28.8547,-82.6669,8272,81.8,132544,47.82%,49.02%,rep
62864,655,212268,17320,107823,61765,IL,38.33121,-88.90262,23586,64.1,87299,55.83%,38.76%,dem
73507,655,82703,3230,45109,32330,OK,34.6246,-98.3895,22480,43.2,75194,28.93%,65.32%,rep
90022,655,55893,26727,12241,15680,CA,34.0245,-118.1561,65890,5919.7,401879,61.73%,31.62%,dem
91303,655,55244,21985,4689,28240,CA,34.1993,-118.5983,31053,4792.8,459478,61.73%,31.62%,dem
93635,655,179408,41834,101746,31736,CA,37.0627,-120.8544,40759,57.7,264768,61.73%,31.62%,dem
6071,654,73261,32556,5238,30293,CT,41.99465,-72.45212,11289,155.3,277384,54.57%,40.93%,dem
30513,654,57189,15676,21047,19662,GA,34.8555,-84.3281,11753,29,203435,45.64%,50.77%,rep
54986,654,68410,11560,34142,18218,WI,44.1187,-88.7214,5058,64.7,183692,46.45%,47.22%,rep
85365,654,216731,17094,51820,142932,AZ,32.7093,-114.4905,50690,13.1,163369,45.13%,48.67%,rep
3818,653,56502,23529,4800,25153,NH,43.97358,-71.25004,3948,17.2,187626,46.98%,46.61%,dem
4841,653,53731,19559,24897,8535,ME,44.12738,-69.13688,7190,219.4,150022,53.96%,39.15%,dem
7001,653,37291,7925,8066,18970,NJ,40.58338,-74.27004,18307,1671.6,253860,54.99%,41.00%,dem
21619,653,85345,23825,12603,47910,MD,39.146,-75.988,5891,243.6,300272,60.33%,33.91%,dem
48327,653,68138,30200,10898,23686,MI,42.6438,-83.4076,22356,734.3,159089,47.27%,47.50%,rep
55114,653,1844320,23625,737600,993045,MN,44.968,-93.1981,2931,919.8,224774,46.44%,44.92%,dem
55904,653,50765,10707,11428,23427,MN,44.0105,-92.3973,27028,163.5,165480,46.44%,44.92%,dem
59714,653,69103,15588,34788,17387,MT,45.7801,-111.1439,20288,15.8,265954,35.75%,56.17%,rep
89406,653,116003,69004,13991,30352,NV,39.4703,-118.7861,23972,6.1,185943,47.50%,45.98%,dem
12831,652,44530,12616,17540,11484,NY,43.1803,-73.7053,17228,100.1,258842,59.01%,36.52%,dem
28012,652,111753,15887,36346,57539,NC,35.244,-81.044,22968,283,185129,46.17%,49.83%,rep
33314,652,67217,32353,14065,20384,FL,26.0697,-80.2246,26188,1011.2,196085,47.82%,49.02%,rep
37409,652,95759,13614,9600,72045,TN,34.9981,-85.331,2691,250.7,140610,34.72%,60.72%,rep
60012,652,56692,12867,8776,32069,IL,42.27204,-88.31267,10958,248.2,280599,55.83%,38.76%,dem
91020,652,39859,16364,6255,17240,CA,34.2114,-118.2305,8720,4320.4,650161,61.73%,31.62%,dem
92004,652,36891,19003,2999,14889,CA,33.2386,-116.3514,2414,2.2,198163,61.73%,31.62%,dem
6514,651,54494,29930,4168,17511,CT,41.37346,-72.94117,27175,905.1,163598,54.57%,40.93%,dem
7676,651,110046,23293,30165,51645,NJ,40.98845,-74.06358,9229,1190.4,497602,54.99%,41.00%,dem
12189,651,58922,26502,4032,24567,NY,42.7298,-73.7123,17563,1064.6,170475,59.01%,36.52%,dem
28590,651,42068,8673,14407,17788,NC,35.5336,-77.391,24613,216.4,153214,46.17%,49.83%,rep
33566,651,87340,10203,43324,33813,FL,28.0094,-82.1138,20602,328.4,195898,47.82%,49.02%,rep
77520,651,86444,2819,18306,65319,TX,29.7461,-94.9653,35970,589.1,98712,43.24%,52.23%,rep
23453,650,53365,12011,16330,21977,VA,36.776,-76.0766,36138,1497.9,223927,49.73%,44.41%,dem
30213,650,39337,8435,7762,20278,GA,33.5648,-84.5809,32729,177,154631,45.64%,50.77%,rep
33177,650,45103,15728,15905,13470,FL,25.5968,-80.4046,58129,1638.3,253719,47.82%,49.02%,rep
68152,650,75263,25075,13539,32990,NE,41.3346,-96.0003,6327,165.4,186557,35.46%,56.18%,rep
8028,649,62681,39132,3080,14314,NJ,39.69437,-75.12055,20919,505.6,181757,54.99%,41.00%,dem
45219,649,83233,28115,11018,44100,OH,39.127,-84.5131,18029,3637.2,113254,43.56%,51.69%,rep
75965,649,112358,14066,33649,62868,TX,31.7195,-94.6168,18281,92,180275,43.24%,52.23%,rep
17225,648,54117,9367,15388,28872,PA,39.7818,-77.747,20068,89.5,187999,47.46%,48.18%,rep
21754,648,88474,26237,10895,49214,MD,39.3267,-77.2964,6689,102.9,458699,60.33%,33.91%,dem
37219,648,175220,39847,39630,86343,TN,36.1678,-86.7837,1134,2111.8,312716,34.72%,60.72%,rep
93212,648,86200,6196,23673,55556,CA,36.0865,-119.5607,23424,94.9,130549,61.73%,31.62%,dem
3444,647,182494,49812,44607,88075,NH,42.89433,-72.07224,1479,22,243899,46.98%,46.61%,dem
4021,647,133041,54998,15425,60283,ME,43.79748,-70.26495,6483,108.9,360852,53.96%,39.15%,dem
27804,647,126570,21234,58644,44465,NC,35.9904,-77.8468,29938,265.3,119968,46.17%,49.83%,rep
29841,647,80414,9524,32336,32849,SC,33.5251,-81.9394,32470,394.3,121353,40.67%,54.94%,rep
46802,647,167136,24961,96436,43471,IN,41.0707,-85.1543,10235,1010.8,41752,37.91%,56.82%,rep
56201,647,85840,13001,8481,45571,MN,45.1393,-95.0523,23192,74.7,142975,46.44%,44.92%,dem
72076,647,76029,18528,29782,23861,AR,34.919,-92.1419,38595,198.4,98486,33.65%,60.57%,rep
32533,645,69870,6211,44366,16676,FL,30.6143,-87.3251,27632,136.6,167664,47.82%,49.02%,rep
34217,645,67722,15162,27522,19575,FL,27.4859,-82.7102,5127,882.1,544605,47.82%,49.02%,rep
49012,645,46089,11308,7431,25390,MI,42.3563,-85.354,3218,41.6,194486,47.27%,47.50%,rep
54665,645,50772,30129,3927,14991,WI,43.5442,-90.8939,8035,18.5,128375,46.45%,47.22%,rep
60101,645,139002,36237,45594,38510,IL,41.93065,-88.01184,39216,1306.1,230774,55.83%,38.76%,dem
62062,645,44066,10660,5570,25431,IL,38.7274,-89.96199,8008,463.9,195543,55.83%,38.76%,dem
98942,645,70705,11756,15625,41630,WA,46.6767,-120.5408,17148,34.7,222631,52.54%,36.83%,dem
20747,644,45995,14840,442,18353,MD,38.85441,-76.88383,39946,2022.9,220107,60.33%,33.91%,dem
21842,644,145489,40602,58083,44425,MD,38.3365,-75.0849,10669,481.3,257416,60.33%,33.91%,dem
29440,644,133734,11885,55370,50052,SC,33.4308,-79.3235,27897,21,139508,40.67%,54.94%,rep
33761,644,121211,15032,53423,50660,FL,28.031,-82.7239,19744,1318.2,194331,47.82%,49.02%,rep
53149,644,87134,17972,47443,19447,WI,42.8821,-88.3451,19708,125.2,261644,46.45%,47.22%,rep
68131,644,21303256,212336,460658,20613399,NE,41.2647,-95.9639,13502,2333.1,108789,35.46%,56.18%,rep
75182,644,58514,4687,12893,40634,TX,32.797,-96.5616,6218,112.4,395195,43.24%,52.23%,rep
85140,644,38417,7241,17238,12923,AZ,33.1911,-111.528,46804,422.7,204637,45.13%,48.67%,rep
89410,644,92137,15402,44683,29901,NV,38.8703,-119.6115,11172,23.4,338290,47.50%,45.98%,dem
21804,643,97224,19190,30401,46160,MD,38.3508,-75.5338,40402,200,135241,60.33%,33.91%,dem
30014,643,81568,7409,15654,53395,GA,33.5293,-83.8496,38445,114.8,136616,45.64%,50.77%,rep
35634,643,60190,21338,11392,25952,AL,34.9186,-87.6136,9793,60.8,158148,34.36%,62.08%,rep
48065,643,63896,12312,25985,22869,MI,42.84,-83.0388,11178,108.9,279526,47.27%,47.50%,rep
64034,643,38953,8384,8316,17603,MO,38.8644,-94.2815,8720,144.1,205229,38.14%,56.77%,rep
64854,643,99488,1210,61901,36377,MO,36.5417,-94.4906,4094,23.9,86800,38.14%,56.77%,rep
78266,643,135254,8541,25195,100568,TX,29.6643,-98.3118,6633,57.4,409312,43.24%,52.23%,rep
92505,643,45821,15648,11442,16652,CA,33.9228,-117.4867,51322,1505.8,347394,61.73%,31.62%,dem
95829,643,79609,33239,8871,36653,CA,38.4689,-121.344,28134,459.9,361403,61.73%,31.62%,dem
98340,643,18094,6401,2185,9508,WA,47.9061,-122.5655,2912,112.7,400905,52.54%,36.83%,dem
6035,642,86507,19667,6094,45444,CT,41.96059,-72.80094,7525,188.9,247089,54.57%,40.93%,dem
11788,642,260233,124592,44304,88453,NY,40.8231,-73.1958,16228,755.2,459843,59.01%,36.52%,dem
14616,642,23864,8152,6545,9167,NY,43.2346,-77.6577,27616,1854.2,106847,59.01%,36.52%,dem
23237,642,21652,4693,3075,8927,VA,37.4011,-77.4615,23252,400.3,160076,49.73%,44.41%,dem
43064,642,73064,6601,23539,35794,OH,40.0974,-83.269,14243,47.2,276359,43.56%,51.69%,rep
66030,642,57879,17937,9691,28768,KS,38.8075,-94.9157,23546,170.8,194482,36.05%,56.65%,rep
67502,642,116743,12743,58220,37851,KS,38.1156,-97.8937,23549,116.6,136362,36.05%,56.65%,rep
80236,642,44943,18078,7564,19067,CO,39.6535,-105.0376,18795,1937.2,331719,48.16%,43.25%,dem
80829,642,41402,14700,8180,18152,CO,38.855,-104.9058,5794,98.1,318198,48.16%,43.25%,dem
99320,642,55786,2778,3305,45903,WA,46.2806,-119.4913,9644,25.6,196082,52.54%,36.83%,dem
1564,641,51085,19744,5271,23686,MA,42.44124,-71.77297,8052,98.5,321422,60.01%,32.81%,dem
10457,641,33149,19289,NA,13521,NY,40.8486,-73.8999,74554,25699.2,227644,59.01%,36.52%,dem
26201,641,38619,10371,5506,19114,WV,38.9755,-80.2407,19904,42.4,95492,26.43%,68.50%,rep
27282,640,101688,23337,41057,35248,NC,35.999,-79.9293,17835,445.4,180603,46.17%,49.83%,rep
29102,640,47584,27711,3562,13783,SC,33.6184,-80.2116,17170,28.7,110527,40.67%,54.94%,rep
37040,640,72088,11414,19544,34713,TN,36.522,-87.349,50953,187.7,146675,34.72%,60.72%,rep
55060,640,50142,10434,4831,29303,MN,44.0805,-93.2191,29020,54.5,159819,46.44%,44.92%,dem
60118,640,70112,13453,11171,41653,IL,42.1067,-88.30525,15836,304.4,242031,55.83%,38.76%,dem
76002,640,52256,10973,9100,30383,TX,32.6255,-97.0784,36209,1618.7,195259,43.24%,52.23%,rep
6762,639,96371,23004,18089,47618,CT,41.52775,-73.12304,7656,167.7,298996,54.57%,40.93%,dem
15139,639,130506,19864,40139,69275,PA,40.5196,-79.8369,6450,1264.5,201904,47.46%,48.18%,rep
16648,639,181292,14095,92198,64893,PA,40.4387,-78.3686,14922,104.2,156146,47.46%,48.18%,rep
44004,639,114276,8199,73012,24298,OH,41.8679,-80.7947,31474,178.3,69678,43.56%,51.69%,rep
58554,639,119231,12390,52331,48227,ND,46.8306,-100.9092,25735,14.4,225423,27.23%,62.96%,rep
79119,639,158131,11841,64113,70880,TX,35.0642,-101.9743,16394,43.8,252989,43.24%,52.23%,rep
90745,639,66547,20694,4046,33304,CA,33.823,-118.2684,56821,2663.4,450573,61.73%,31.62%,dem
37849,638,202799,9543,47360,144642,TN,36.0435,-84.04,27062,249.4,161344,34.72%,60.72%,rep
46403,638,51314,33769,1402,14471,IN,41.6036,-87.259,13567,588,59950,37.91%,56.82%,rep
1566,637,53154,14640,10717,25765,MA,42.1024,-72.08116,5618,85.7,266898,60.01%,32.81%,dem
28778,637,35061,10771,7889,14151,NC,35.6172,-82.407,9939,116.6,204905,46.17%,49.83%,rep
65616,637,1371136,4025,249185,1112087,MO,36.669,-93.2481,27432,126.4,136815,38.14%,56.77%,rep
86442,637,62264,5686,29527,22970,AZ,35.106,-114.5947,33551,338.5,130506,45.13%,48.67%,rep
92377,637,31628,11870,5266,14212,CA,34.1561,-117.4042,19556,756.1,356658,61.73%,31.62%,dem
92841,637,68711,23972,20321,22363,CA,33.7817,-117.9766,34061,2831.8,550158,61.73%,31.62%,dem
11411,636,35225,21311,866,12358,NY,40.6947,-73.7374,20759,6133.9,426557,59.01%,36.52%,dem
33016,636,1773109,90944,103368,1567730,FL,25.8803,-80.3368,51003,3999.3,174617,47.82%,49.02%,rep
48160,636,41133,11307,10435,16921,MI,42.0914,-83.6776,13502,66.1,186910,47.27%,47.50%,rep
7095,635,127028,23550,21041,81582,NJ,40.55369,-74.28641,19540,1851.8,248593,54.99%,41.00%,dem
11010,635,40444,16488,6180,16404,NY,40.701,-73.6758,25068,3871.9,460699,59.01%,36.52%,dem
11705,635,72714,15039,16868,38047,NY,40.7444,-73.0542,7565,870.4,475510,59.01%,36.52%,dem
78612,635,51026,23392,5285,21849,TX,30.0966,-97.4976,13852,47.1,222143,43.24%,52.23%,rep
38558,634,57987,4419,27941,25527,TN,36.0077,-84.8719,8684,119.8,191733,34.72%,60.72%,rep
51450,634,28457,12612,3645,12200,IA,42.3154,-95.0486,1455,10.3,108084,41.74%,51.15%,rep
80534,634,39922,9593,5493,24636,CO,40.3355,-104.9236,16527,90,337562,48.16%,43.25%,dem
91950,634,61459,20084,10299,21782,CA,32.6749,-117.0897,62639,3059.5,371064,61.73%,31.62%,dem
93657,634,166314,22432,73398,67458,CA,36.7243,-119.5478,34723,63.3,215485,61.73%,31.62%,dem
7885,633,54292,23424,11281,17487,NJ,40.93517,-74.57845,10052,258.3,269440,54.99%,41.00%,dem
14882,633,30568,15536,1917,13115,NY,42.5645,-76.5375,4072,44.5,190454,59.01%,36.52%,dem
27235,633,49843,4363,11517,24934,NC,36.1003,-80.0103,4557,117.8,227046,46.17%,49.83%,rep
33823,633,162977,3636,17000,141968,FL,28.0724,-81.8122,32139,358.5,141716,47.82%,49.02%,rep
49240,633,42178,9930,8775,22333,MI,42.2711,-84.194,9534,31.8,199629,47.27%,47.50%,rep
75020,633,316948,7628,18593,290477,TX,33.745,-96.5496,22487,135,103832,43.24%,52.23%,rep
84065,633,77870,6759,19584,42084,UT,40.4954,-111.9444,42161,707.3,360906,27.46%,45.54%,rep
2633,632,153751,60663,36497,49943,MA,41.68892,-69.97227,4175,198.4,668503,60.01%,32.81%,dem
11356,632,101523,24519,8490,66395,NY,40.7855,-73.845,23362,5738.9,655146,59.01%,36.52%,dem
23224,632,31839,9019,7330,14220,VA,37.4955,-77.471,40445,1107.9,92260,49.73%,44.41%,dem
27503,632,37601,15602,2320,19287,NC,36.1566,-78.8903,6328,36.7,251059,46.17%,49.83%,rep
33967,632,81774,30331,24188,26956,FL,26.4722,-81.8122,25041,1156.6,219156,47.82%,49.02%,rep
47591,632,89104,25086,21869,32717,IN,38.6734,-87.5098,25416,63.9,86215,37.91%,56.82%,rep
85387,632,58015,24083,5956,27676,AZ,33.7129,-112.4375,10651,67.6,283239,45.13%,48.67%,rep
95693,632,146896,20707,47929,75787,CA,38.3983,-121.2303,6759,41.5,559964,61.73%,31.62%,dem
1756,631,29227,10514,1980,16255,MA,42.09302,-71.55148,6068,126.9,398410,60.01%,32.81%,dem
7506,631,71153,32436,8191,30526,NJ,40.958,-74.15811,18802,2186.7,333692,54.99%,41.00%,dem
33162,631,44864,26472,5712,12560,FL,25.9286,-80.183,48185,3238.2,215685,47.82%,49.02%,rep
76053,631,32939,7424,8059,17036,TX,32.8211,-97.1756,30939,1371.3,164234,43.24%,52.23%,rep
7828,630,29350,4358,5280,17787,NJ,40.88499,-74.75146,15369,383.1,297204,54.99%,41.00%,dem
28164,630,33476,8979,8771,15378,NC,35.3516,-81.0959,15099,129,176243,46.17%,49.83%,rep
32571,630,73115,9537,38904,21863,FL,30.6698,-87.1794,35388,107.2,174273,47.82%,49.02%,rep
32968,630,75579,12860,32153,28146,FL,27.5999,-80.4382,14015,188.4,236495,47.82%,49.02%,rep
81635,630,25259,7472,4510,12464,CO,39.4519,-108.0529,6634,7.9,193189,48.16%,43.25%,dem
92860,630,79439,18464,17618,31007,CA,33.9247,-117.5517,26591,750.4,474359,61.73%,31.62%,dem
30045,629,47759,12884,15620,17855,GA,33.9367,-83.9573,40179,611,193957,45.64%,50.77%,rep
90301,629,72516,36646,3830,29465,CA,33.955,-118.3556,37291,5698.8,386711,61.73%,31.62%,dem
1519,628,51724,15821,925,30128,MA,42.2011,-71.68019,6741,233.3,370439,60.01%,32.81%,dem
4347,628,36177,21397,2142,12638,ME,44.29047,-69.81412,2506,155,189761,53.96%,39.15%,dem
10453,628,44558,20671,7800,15173,NY,40.852,-73.9129,79606,33006.7,313751,59.01%,36.52%,dem
14619,628,45749,11707,9475,23760,NY,43.1367,-77.6481,14602,3911.2,77167,59.01%,36.52%,dem
17538,628,51360,20867,7902,22441,PA,40.0892,-76.4156,6435,608.1,229831,47.46%,48.18%,rep
62208,628,63079,32997,10536,18666,IL,38.596,-90.0071,16516,500.5,109247,55.83%,38.76%,dem
67114,628,62472,12886,16880,26951,KS,38.0451,-97.3435,21586,35.5,102193,36.05%,56.65%,rep
2842,627,120464,43865,2763,57861,RI,41.51735,-71.2771,15997,489.2,379774,54.41%,38.90%,dem
12077,627,58338,17592,8082,30784,NY,42.5971,-73.7959,6823,239.1,259475,59.01%,36.52%,dem
29403,627,141510,83003,10821,42920,SC,32.7976,-79.9493,21888,1504.4,397788,40.67%,54.94%,rep
74120,627,92575,43018,15049,31605,OK,36.1442,-95.9734,4988,893.9,186833,28.93%,65.32%,rep
76903,627,112088,3958,63060,44995,TX,31.4707,-100.4386,31749,462.7,62382,43.24%,52.23%,rep
78747,627,52045,19031,9881,23133,TX,30.1204,-97.7433,20166,240.6,241205,43.24%,52.23%,rep
2351,626,36888,14367,5616,15213,MA,42.11724,-70.95962,16330,640,336104,60.01%,32.81%,dem
7112,626,28063,13168,NA,14655,NJ,40.70938,-74.20952,25555,5661.1,198605,54.99%,41.00%,dem
19605,626,57032,14738,9787,31088,PA,40.3886,-75.9328,19602,437.5,148014,47.46%,48.18%,rep
22546,626,32137,9639,3258,17924,VA,37.9451,-77.4714,16242,37.7,181534,49.73%,44.41%,dem
33921,626,482094,32005,178606,269372,FL,26.7545,-82.2611,861,239.8,1473093,47.82%,49.02%,rep
35401,626,276007,31901,11397,213145,AL,33.1969,-87.5627,37194,325.2,100502,34.36%,62.08%,rep
66101,626,40629,3005,1050,36574,KS,39.1157,-94.6271,12342,1570.1,50731,36.05%,56.65%,rep
79121,626,101198,9726,27348,61362,TX,35.1697,-101.9266,6252,1380.7,200059,43.24%,52.23%,rep
92701,626,240789,51362,34862,154240,CA,33.7523,-117.8541,53565,6370.4,408229,61.73%,31.62%,dem
4849,625,63778,29483,4993,29102,ME,44.31793,-69.04753,3693,23.3,214715,53.96%,39.15%,dem
8867,625,118215,23782,24522,68621,NJ,40.57359,-74.96578,5097,66.8,447377,54.99%,41.00%,dem
12564,625,103478,36714,7539,57840,NY,41.5749,-73.5948,6995,69.7,272688,59.01%,36.52%,dem
19018,625,124702,10327,41224,71418,PA,39.9218,-75.2876,23483,3334.8,137240,47.46%,48.18%,rep
20636,625,59552,19048,9930,22459,MD,38.35215,-76.5703,11523,104.2,317988,60.33%,33.91%,dem
27360,625,105689,8984,30422,32571,NC,35.8713,-80.0913,45603,201.9,110919,46.17%,49.83%,rep
29678,625,54860,24090,9349,21265,SC,34.6828,-82.9362,22658,105.8,123604,40.67%,54.94%,rep
29690,625,79575,6848,27668,43935,SC,35.0039,-82.4272,23217,76.3,177305,40.67%,54.94%,rep
30012,625,105342,25749,40174,38619,GA,33.7192,-84.0021,27605,245.7,114633,45.64%,50.77%,rep
40219,625,43192,13469,10758,14719,KY,38.1381,-85.6953,39537,1018.8,125366,32.68%,62.52%,rep
44017,625,95490,19193,29931,43445,OH,41.3676,-81.8618,18903,1202.6,128557,43.56%,51.69%,rep
44089,625,232534,34038,60885,133036,OH,41.41,-82.3554,15527,177.7,135739,43.56%,51.69%,rep
49426,625,86085,4372,33986,46847,MI,42.8748,-85.8751,36724,205.2,218111,47.27%,47.50%,rep
84116,625,96053,15849,13986,54003,UT,40.7857,-111.9291,35041,343.5,211615,27.46%,45.54%,rep
99218,625,60357,13443,19878,23580,WA,47.7556,-117.4146,16518,818.5,227774,52.54%,36.83%,dem
8812,624,49178,10811,9853,27934,NJ,40.59977,-74.4807,14422,1048.8,357722,54.99%,41.00%,dem
26105,624,76577,7112,15621,51694,WV,39.3251,-81.5411,11601,379.6,112047,26.43%,68.50%,rep
28658,624,65890,17765,16485,30864,NC,35.6498,-81.2425,27479,141.6,117463,46.17%,49.83%,rep
32221,624,72593,1934,30848,38651,FL,30.2837,-81.8202,30227,299.7,157043,47.82%,49.02%,rep
55014,624,61873,17313,11714,23149,MN,45.1528,-93.144,28039,563.9,233550,46.44%,44.92%,dem
65803,624,319083,14312,131439,166036,MO,37.2593,-93.2912,41023,169.8,86051,38.14%,56.77%,rep
67207,624,113384,25771,27805,45518,KS,37.671,-97.2179,28313,1036.5,144101,36.05%,56.65%,rep
77590,624,40051,6586,11090,13382,TX,29.397,-94.9203,31498,664.6,104906,43.24%,52.23%,rep
16059,623,93345,29830,22755,37850,PA,40.7018,-79.9235,8100,116.4,269302,47.46%,48.18%,rep
19352,623,57663,7473,5314,44486,PA,39.7787,-75.8876,10910,213.7,324931,47.46%,48.18%,rep
22508,623,47494,11171,14644,19700,VA,38.3352,-77.7709,14147,88.5,241563,49.73%,44.41%,dem
32962,623,60644,22495,21449,16427,FL,27.5885,-80.3923,26469,715.7,129186,47.82%,49.02%,rep
37774,623,70998,7205,30762,32622,TN,35.7292,-84.3436,17811,80.9,252069,34.72%,60.72%,rep
30134,622,41943,9526,13858,17545,GA,33.7606,-84.7477,44114,337.5,128550,45.64%,50.77%,rep
77003,622,58394,23764,4964,29666,TX,29.7489,-95.3391,9876,1598.1,289088,43.24%,52.23%,rep
2543,621,74764,34296,4350,36118,MA,41.49345,-70.73109,745,24.7,696676,60.01%,32.81%,dem
49242,621,91569,5744,58084,26278,MI,41.924,-84.6208,14941,65,102396,47.27%,47.50%,rep
49315,621,190527,9562,90418,88645,MI,42.8016,-85.7136,22744,143.6,240938,47.27%,47.50%,rep
94503,621,53719,31128,195,18003,CA,38.1668,-122.2553,20306,588.1,512252,61.73%,31.62%,dem
97089,621,86786,31849,3095,50032,OR,45.4176,-122.459,13662,212.5,427335,50.07%,39.09%,dem
2738,620,253105,126460,16583,109457,MA,41.70912,-70.76355,5100,134.5,450023,60.01%,32.81%,dem
16415,620,112075,9960,27629,73166,PA,42.0407,-80.2395,9523,145.7,206230,47.46%,48.18%,rep
22485,620,39991,9898,9241,19300,VA,38.2811,-77.126,25261,50.6,273531,49.73%,44.41%,dem
30228,620,45270,9719,14234,20402,GA,33.4124,-84.2947,42259,202.9,141880,45.64%,50.77%,rep
48182,620,66523,9587,23865,30271,MI,41.7682,-83.5797,21735,211.4,168777,47.27%,47.50%,rep
49464,620,73292,823,30137,39932,MI,42.8256,-86.0104,28770,141,191911,47.27%,47.50%,rep
60099,620,47138,14798,14077,14343,IL,42.46126,-87.86986,30934,529.2,114812,55.83%,38.76%,dem
7009,619,162337,68359,23012,70117,NJ,40.85651,-74.22874,12531,1131.2,458435,54.99%,41.00%,dem
8551,619,110688,28886,21590,54840,NJ,40.44172,-74.84013,5157,79.2,454452,54.99%,41.00%,dem
28789,619,11063,4690,1177,5196,NC,35.4469,-83.2872,5281,34.5,165945,46.17%,49.83%,rep
32909,619,46407,7898,8611,29483,FL,27.9694,-80.6473,30798,268.3,159663,47.82%,49.02%,rep
44090,619,26371,7223,4604,10104,OH,41.1712,-82.2269,11996,42.7,146722,43.56%,51.69%,rep
45239,619,48298,9577,13593,19645,OH,39.2045,-84.5799,29809,1730.7,99656,43.56%,51.69%,rep
86324,619,141101,69960,3334,66757,AZ,34.7711,-112.0579,4589,9.6,229542,45.13%,48.67%,rep
90744,619,82427,23959,4180,52991,CA,33.7855,-118.2645,57206,2491.9,397576,61.73%,31.62%,dem
95465,619,59243,27393,210,31640,CA,38.4087,-122.9954,2104,19.3,793777,61.73%,31.62%,dem
97305,619,44686,12859,6497,23700,OR,44.9961,-122.9124,43590,325.4,204334,50.07%,39.09%,dem
98531,619,53185,8874,23008,18407,WA,46.7246,-122.9671,25252,68.1,180558,52.54%,36.83%,dem
3867,618,49493,11877,13546,21203,NH,43.30327,-70.98691,21519,270.9,179838,46.98%,46.61%,dem
32778,618,77445,12268,27987,34016,FL,28.801,-81.734,21406,286.4,164568,47.82%,49.02%,rep
95842,618,27625,11594,1217,11694,CA,38.6865,-121.3494,32269,3131.6,241756,61.73%,31.62%,dem
33525,617,92461,14955,41057,32923,FL,28.3318,-82.2446,20449,61.4,168933,47.82%,49.02%,rep
33759,617,414540,25615,66803,317122,FL,27.975,-82.7019,18366,1269.7,181293,47.82%,49.02%,rep
