zip,freq,contribution_total,contribution_dem,contribution_rep,contribution_unk,state,latitude,longitude,population,density,avg_home_value,clinton,trump,won
20001,146478,68390680,5471487,825131,61923679,DC,38.9122,-77.0177,46716,6816.2,638531,90.48%,4.07%,dem
22042,92715,4279150,236543,155441,3847773,VA,38.8635,-77.1939,34486,1959.9,492817,49.73%,44.41%,dem
22202,83449,5923502,407471,339700,5103403,VA,38.8565,-77.0592,24913,2250.1,621300,49.73%,44.41%,dem
19130,58891,10376115,624407,30983,9710739,PA,39.9677,-75.1735,27410,7419.3,343703,47.46%,48.18%,rep
10025,46708,8533984,3732696,208319,4555243,NY,40.7975,-73.9683,92805,48594.3,1311902,59.01%,36.52%,dem
10023,46288,21717121,7836149,2089522,11697471,NY,40.7764,-73.9827,62435,48060.9,1285622,59.01%,36.52%,dem
10024,43024,23582427,8291321,2040547,13155741,NY,40.7864,-73.9764,59001,26672.3,1264243,59.01%,36.52%,dem
60064,39109,1867385,469,10350,806329,IL,42.32251,-87.86059,15705,1146.6,72811,55.83%,38.76%,dem
10011,33583,21038071,5103403,359466,15475505,NY,40.7402,-73.9996,50472,29744,1173705,59.01%,36.52%,dem
19103,33477,22938736,15783023,446419,6651819,PA,39.9513,-75.1741,24219,13237.3,488743,47.46%,48.18%,rep
45840,31459,1638377,23766,279619,1313785,OH,41.0449,-83.6457,55820,126.6,132493,43.56%,51.69%,rep
94611,30672,5895179,2248682,330152,3279354,CA,37.8471,-122.2223,39384,1336.6,1117748,61.73%,31.62%,dem
20815,30390,18540823,5535347,722921,12208344,MD,38.978,-77.082,30512,2067,1008000,60.33%,33.91%,dem
19123,29650,1326814,254071,10666,1061498,PA,39.966,-75.151,15681,4086.6,379650,47.46%,48.18%,rep
10036,28747,14604490,1750277,720392,11801447,NY,40.7597,-73.9918,27428,21721.3,1054106,59.01%,36.52%,dem
10017,28700,14879787,2061333,1256930,10784167,NY,40.7517,-73.9707,15801,20189.9,679612,59.01%,36.52%,dem
78249,28339,1511029,90702,87176,1322838,TX,29.5612,-98.6117,59508,1296,192576,43.24%,52.23%,rep
2138,27438,13304713,4912699,80721,8259348,MA,42.38004,-71.13463,38835,5116.3,827743,60.01%,32.81%,dem
20008,25239,13216679,5483824,1012452,6655789,DC,38.9363,-77.0599,29457,3496.9,930094,90.48%,4.07%,dem
20005,25172,92590554,6655570,2067421,83561508,DC,38.9067,-77.0312,13222,11575.2,502549,90.48%,4.07%,dem
7932,24872,1676075,42655,45674,1583746,NJ,40.77704,-74.39287,9899,556.6,652834,54.99%,41.00%,dem
10128,24497,15773761,5725649,1645049,8343932,NY,40.7816,-73.9511,59256,50118.8,1041644,59.01%,36.52%,dem
20009,24462,7997134,3126110,483088,4325524,DC,38.9202,-77.0375,52117,14096.5,569183,90.48%,4.07%,dem
20016,24456,11393894,4112329,1361086,5837776,DC,38.9381,-77.086,34783,2829.2,943037,90.48%,4.07%,dem
20007,24381,15236300,4780672,1397619,8987480,DC,38.9144,-77.074,27562,3455.4,1029926,90.48%,4.07%,dem
10022,23653,89906136,4829249,23647231,61333993,NY,40.7571,-73.9657,31125,28833.9,867526,59.01%,36.52%,dem
10028,23561,17054302,4149531,1767745,11100647,NY,40.7763,-73.9529,47793,55636,1040934,59.01%,36.52%,dem
8540,23415,6062813,1781332,641469,3593431,NJ,40.3633,-74.65568,48968,350.4,623240,54.99%,41.00%,dem
11201,23148,7068728,3017568,180353,3830814,NY,40.694,-73.9903,62823,14028.1,1097060,59.01%,36.52%,dem
20817,22944,9518271,3258653,855045,5330639,MD,38.9896,-77.1538,36681,1007.5,901822,60.33%,33.91%,dem
10003,22621,8491263,3747000,362871,4340791,NY,40.7313,-73.9892,54682,37524.3,1111022,59.01%,36.52%,dem
10021,21850,23721773,4958343,3065920,15599569,NY,40.7685,-73.9588,46215,44214.6,1090221,59.01%,36.52%,dem
11215,21297,3275060,1637381,53914,1555462,NY,40.6669,-73.9828,70156,11270.5,1147499,59.01%,36.52%,dem
77002,21124,10386164,430780,1922181,7771634,TX,29.7594,-95.3594,13571,3222,242272,43.24%,52.23%,rep
10019,20546,56786740,4447818,3127629,49105994,NY,40.7651,-73.9858,43703,23754.2,1213755,59.01%,36.52%,dem
14850,20307,2242120,1281290,57202,891653,NY,42.4406,-76.4966,64484,195.8,239570,59.01%,36.52%,dem
94114,19646,4703052,1992664,66922,2602710,CA,37.7587,-122.433,34754,8428.9,1545112,61.73%,31.62%,dem
20854,19582,30384568,16874912,1375170,12087375,MD,39.0388,-77.1922,49194,567.2,885725,60.33%,33.91%,dem
90049,19134,10689179,3734342,1446046,5472674,CA,34.066,-118.474,36964,912.1,1677528,61.73%,31.62%,dem
92101,18834,2022173,436791,247688,966979,CA,32.7185,-117.1593,39313,3040,549753,61.73%,31.62%,dem
94110,18637,2566780,1440670,40451,1066786,CA,37.7509,-122.4153,74161,11517.2,1295994,61.73%,31.62%,dem
60601,18617,5461171,1506167,511989,3397944,IL,41.88526,-87.62194,14675,11892.3,461927,55.83%,38.76%,dem
20002,18190,4649112,1768339,812405,1944628,DC,38.9024,-76.9901,64895,3852.6,597034,90.48%,4.07%,dem
10013,18115,8912113,2553345,485213,5792076,NY,40.7185,-74.0025,28709,19437.4,3044616,59.01%,36.52%,dem
94705,18062,4300267,2198863,30694,2060149,CA,37.8571,-122.25,13365,1490.8,1243800,61.73%,31.62%,dem
19034,18004,1100781,83842,82212,929021,PA,40.1386,-75.2022,5791,371,465236,47.46%,48.18%,rep
20004,17960,9524719,2914156,1433707,4832368,DC,38.893,-77.0263,1975,1800.2,464388,90.48%,4.07%,dem
60201,17894,3180836,1656931,174090,1328105,IL,42.05662,-87.69735,42296,3524.5,482871,55.83%,38.76%,dem
98103,17778,1994049,750720,45535,1164230,WA,47.6733,-122.3426,51377,3815.7,684040,52.54%,36.83%,dem
22207,17635,10101472,1749956,1825670,6460065,VA,38.9033,-77.1263,33285,1852.9,973234,49.73%,44.41%,dem
90027,17536,1803691,759966,35461,1002242,CA,34.104,-118.2925,44686,2143.2,876226,61.73%,31.62%,dem
20814,17484,6400790,1984102,410610,3944497,MD,39.0003,-77.1022,28930,2094,723290,60.33%,33.91%,dem
22314,17377,10664255,1385442,3310035,5885776,VA,38.806,-77.0529,33926,3010.5,631976,49.73%,44.41%,dem
22101,17363,12634330,2956396,3290768,6298795,VA,38.9326,-77.1706,29296,846.1,1033208,49.73%,44.41%,dem
94025,17034,10425293,3754749,1423375,5205095,CA,37.4396,-122.1864,42788,1306.6,1929951,61.73%,31.62%,dem
10014,16996,11414222,2980583,177685,8195258,NY,40.7339,-74.0054,30738,22447.1,1157920,59.01%,36.52%,dem
80111,16593,2193358,488971,432357,1059875,CO,39.6123,-104.8799,32864,1038.8,579935,48.16%,43.25%,dem
22102,16277,7838751,1564547,1369058,4849487,VA,38.953,-77.2295,24746,810,621786,49.73%,44.41%,dem
10010,16196,28617398,1943340,271578,26376801,NY,40.7375,-73.9813,33730,32205.4,922744,59.01%,36.52%,dem
94941,16188,3544666,1395683,263883,1858770,CA,37.8958,-122.5339,32013,529.3,1435586,61.73%,31.62%,dem
94105,16177,7399725,1425431,803124,5122160,CA,37.7864,-122.3892,9155,6205.8,1196673,61.73%,31.62%,dem
94707,16045,4882169,1713074,56274,3099075,CA,37.8927,-122.2761,11916,2667,1252351,61.73%,31.62%,dem
48103,15958,1648164,757599,78046,741011,MI,42.2794,-83.784,55403,314.8,352819,47.27%,47.50%,rep
20003,15916,16070954,2034444,1391125,12568541,DC,38.8829,-76.9895,31213,4553.3,736157,90.48%,4.07%,dem
8536,15684,584733,57468,4450,520203,NJ,40.33428,-74.58234,19793,1061.3,409272,54.99%,41.00%,dem
30338,15641,798779,86754,99622,265918,GA,33.9669,-84.3249,35435,1322.6,436843,45.64%,50.77%,rep
60611,15639,28818713,3006864,3289669,22388985,IL,41.89472,-87.61938,32426,13562.3,462360,55.83%,38.76%,dem
20816,15613,5467284,2038725,354405,3038386,MD,38.9585,-77.1153,16367,1791,941415,60.33%,33.91%,dem
77056,15540,6716864,346910,1361406,4962801,TX,29.7446,-95.4683,21807,2084.3,594880,43.24%,52.23%,rep
94301,15217,19027339,3497020,1451750,14021450,CA,37.4443,-122.1497,17191,2767.2,2950641,61.73%,31.62%,dem
98112,15057,4107705,1465726,181150,2444187,WA,47.6301,-122.2972,25426,2575,1036176,52.54%,36.83%,dem
94109,14944,4696319,2190523,295589,2158549,CA,37.7917,-122.4186,56677,18190,1079339,61.73%,31.62%,dem
95060,14902,1879098,703966,36071,1121667,CA,37.0313,-122.1198,47367,264,837381,61.73%,31.62%,dem
60614,14600,46035015,4394339,1269672,40320325,IL,41.9228,-87.65139,71308,8244.5,611423,55.83%,38.76%,dem
20015,14548,4961094,2268201,383141,2284997,DC,38.9658,-77.068,16395,1716.6,1020377,90.48%,4.07%,dem
92037,14482,5889757,2138213,881956,2837713,CA,32.8455,-117.2521,39724,1382.3,1227392,61.73%,31.62%,dem
30809,14468,673032,191602,112392,358173,GA,33.5412,-82.1398,45542,337.6,243480,45.64%,50.77%,rep
91320,14383,2058185,231897,66598,1757269,CA,34.1774,-118.9358,45520,937.3,663207,61.73%,31.62%,dem
94117,14334,2657766,1245734,29543,1365585,CA,37.7712,-122.4413,44239,8956.9,1309074,61.73%,31.62%,dem
97405,14174,1084510,507467,75411,488467,OR,44.0185,-123.0998,46270,113.4,297665,50.07%,39.09%,dem
90024,14000,14493281,2752589,725780,11001720,CA,34.0637,-118.4408,50288,6239.3,1150377,61.73%,31.62%,dem
90272,13985,8533867,2641157,690100,5186743,CA,34.0481,-118.5265,22551,388.7,2169032,61.73%,31.62%,dem
98115,13965,1862609,907527,46693,895068,WA,47.6849,-122.2968,53431,2708.9,697116,52.54%,36.83%,dem
30328,13760,2134963,190405,375474,1486016,GA,33.9335,-84.3958,37111,906.6,385518,45.64%,50.77%,rep
80524,13747,7518687,475652,62872,6968165,CO,40.5986,-105.0581,35753,96.6,370042,48.16%,43.25%,dem
90265,13688,5549985,928381,1301446,3284404,CA,34.0402,-118.7351,18389,64.9,1733879,61.73%,31.62%,dem
94708,13506,1845801,932786,7987,900063,CA,37.8918,-122.2604,11455,1250.5,1278816,61.73%,31.62%,dem
10012,13415,4400171,1475866,218071,2701194,NY,40.7255,-73.9983,23411,28771,1976351,59.01%,36.52%,dem
90046,13414,2748203,1465696,79251,1197228,CA,34.1074,-118.3652,50587,3242.8,949863,61.73%,31.62%,dem
2139,13402,1567447,812311,45981,683547,MA,42.36253,-71.10302,38272,9009.3,710620,60.01%,32.81%,dem
10065,13397,23255634,3701981,2782711,16752268,NY,40.7651,-73.9638,28109,32772.8,1257510,59.01%,36.52%,dem
94115,13385,8820117,2756853,779054,5266589,CA,37.7856,-122.4358,35004,11426.7,1306678,61.73%,31.62%,dem
20910,13352,10439554,917180,79301,9392173,MD,38.9982,-77.0338,42868,3180.8,539450,60.33%,33.91%,dem
95616,13320,1152355,598237,40614,498882,CA,38.5538,-121.7418,52088,658.9,628798,61.73%,31.62%,dem
87505,13318,2258882,894904,68891,1278583,NM,35.6219,-105.8688,30659,173,326517,48.26%,40.04%,dem
60035,13239,8630500,2221928,633049,5730503,IL,42.18371,-87.81056,29734,904.1,501485,55.83%,38.76%,dem
10016,13146,5725941,1984154,373323,3331701,NY,40.7443,-73.9781,51057,39315.3,820507,59.01%,36.52%,dem
98006,13099,1477088,369857,164119,912296,WA,47.5614,-122.1552,37769,1311.1,836328,52.54%,36.83%,dem
94610,13072,1536815,731139,122015,669196,CA,37.8126,-122.2443,31496,5182.2,944389,61.73%,31.62%,dem
10001,13020,8400756,1657392,167110,6550207,NY,40.7484,-73.9967,22924,13259.3,877838,59.01%,36.52%,dem
2116,12909,7450870,1951193,396212,5053542,MA,42.3506,-71.07566,23118,12631.6,1127634,60.01%,32.81%,dem
90064,12895,7716852,2447992,191100,5060243,CA,34.0353,-118.4259,25429,2445.3,1157091,61.73%,31.62%,dem
48104,12869,2574040,740319,571796,1229241,MI,42.2694,-83.7282,43233,1902,347279,47.27%,47.50%,rep
94131,12667,2722419,1034340,68919,1599432,CA,37.745,-122.4383,29902,4996.6,1339996,61.73%,31.62%,dem
20036,12537,78672776,4526525,614027,72937690,DC,38.9087,-77.0414,5798,6303.5,372839,90.48%,4.07%,dem
30309,12509,3028577,809742,210112,1724024,GA,33.7984,-84.3883,24744,2467.6,287179,45.64%,50.77%,rep
60657,12453,2627636,1233468,160072,1187013,IL,41.93998,-87.65374,70052,11207.9,468648,55.83%,38.76%,dem
85718,12296,2450408,706036,593779,1124485,AZ,32.3112,-110.9179,26398,277.3,419501,45.13%,48.67%,rep
67220,12175,1786123,14842,12113,1757046,KS,37.7667,-97.2805,14060,752.2,146485,36.05%,56.65%,rep
90210,12109,20430566,3832444,1532112,15052286,CA,34.0901,-118.4065,19909,829.1,2607931,61.73%,31.62%,dem
94501,12053,873834,415494,37062,409505,CA,37.7706,-122.2648,63843,2935.3,804455,61.73%,31.62%,dem
60640,12020,1451183,680510,55823,687094,IL,41.97236,-87.66347,69715,10530.6,282145,55.83%,38.76%,dem
22201,12005,6786822,961307,552949,5225488,VA,38.8871,-77.0932,37545,5532.4,604022,49.73%,44.41%,dem
94043,11889,4078817,929240,540007,2601569,CA,37.4056,-122.0775,31488,1025.5,1229574,61.73%,31.62%,dem
2130,11791,1500418,786962,19541,680211,MA,42.30986,-71.11487,40377,4099.6,563002,60.01%,32.81%,dem
10009,11771,1437643,647461,128279,655501,NY,40.7262,-73.9796,57925,38399.1,733348,59.01%,36.52%,dem
2446,11741,1693438,869921,46544,761057,MA,42.34356,-71.12167,29834,8793,841898,60.01%,32.81%,dem
90405,11727,2670224,1253616,118900,1279592,CA,34.01,-118.4717,28115,3967.1,1239755,61.73%,31.62%,dem
90069,11717,8696259,2891815,328130,5191017,CA,34.0906,-118.3788,20435,3740.7,815075,61.73%,31.62%,dem
93108,11650,4350961,1539691,858905,1939312,CA,34.4378,-119.6159,10896,202.4,2170463,61.73%,31.62%,dem
8807,11495,1573390,98607,83306,1299065,NJ,40.59278,-74.62027,38748,573.5,446282,54.99%,41.00%,dem
55423,11445,423136,31780,8577,376334,MN,44.8756,-93.2553,36186,1962.1,225007,46.44%,44.92%,dem
30327,11435,25433587,7704773,1838643,15780374,GA,33.8627,-84.42,22655,510.6,943270,45.64%,50.77%,rep
53711,11421,1474161,776957,136577,542786,WI,43.0356,-89.4526,49660,692,268408,46.45%,47.22%,rep
53705,11419,1662166,934051,113156,605937,WI,43.073,-89.4528,25167,1379.4,317090,46.45%,47.22%,rep
53704,11411,985201,469463,127350,374980,WI,43.1205,-89.3523,45770,758.5,192885,46.45%,47.22%,rep
94118,11266,10554502,2554574,690237,7281218,CA,37.7812,-122.4614,41468,7591.3,1657424,61.73%,31.62%,dem
94306,11240,2454620,1108483,118666,1204984,CA,37.418,-122.1274,27549,2437.2,2233663,61.73%,31.62%,dem
2421,11194,2037400,955284,66659,1003577,MA,42.43854,-71.24,18984,679.9,1002622,60.01%,32.81%,dem
77024,11151,11409682,582864,5097884,5639376,TX,29.7696,-95.5201,38379,1046.9,963892,43.24%,52.23%,rep
1742,11135,5349172,1876439,860041,2596767,MA,42.46225,-71.36424,19350,280.1,837679,60.01%,32.81%,dem
11217,11001,1712789,902345,13945,788959,NY,40.6816,-73.9798,41407,18472.1,1133502,59.01%,36.52%,dem
48105,10926,1694071,745895,209095,685727,MI,42.3042,-83.7068,36366,262.4,369277,47.27%,47.50%,rep
11238,10895,1411996,723808,7473,668959,NY,40.679,-73.9644,54540,17188.6,850591,59.01%,36.52%,dem
97520,10858,790976,407840,24753,345100,OR,42.1885,-122.693,25030,30.6,426390,50.07%,39.09%,dem
5401,10737,1105290,378237,113467,602932,VT,44.47626,-73.20998,28913,1837.3,338260,56.68%,30.27%,dem
90025,10703,8976587,1776119,1178895,5973870,CA,34.0447,-118.4487,47967,6333.7,857122,61.73%,31.62%,dem
60610,10613,8182125,1402919,1321920,5384927,IL,41.90487,-87.63615,39019,12585.9,430859,55.83%,38.76%,dem
98122,10576,1380871,586906,32569,748168,WA,47.6116,-122.3056,38620,5250.8,652927,52.54%,36.83%,dem
90066,10551,1130695,485606,61252,569970,CA,34.003,-118.4298,59394,4336.8,1136728,61.73%,31.62%,dem
10463,10539,1227097,380357,196331,640669,NY,40.8798,-73.9067,71360,18097.1,282258,59.01%,36.52%,dem
10075,10506,11458386,2865614,781814,7777861,NY,40.7143,-74.006,21556,54746.3,857486,59.01%,36.52%,dem
2210,10495,1285130,266337,93859,921244,MA,42.34778,-71.03906,3196,839.8,979252,60.01%,32.81%,dem
77005,10492,3708907,1144392,574415,1949920,TX,29.7179,-95.4263,28552,2563.4,1098320,43.24%,52.23%,rep
80304,10454,1476792,809224,44890,601409,CO,40.0375,-105.2771,27038,1084.5,885689,48.16%,43.25%,dem
60606,10430,28091796,2138194,1265897,24600610,IL,41.88195,-87.63731,3101,4051.1,386612,55.83%,38.76%,dem
10583,10406,6699224,2020366,814445,3845690,NY,40.9927,-73.7995,40013,1217.5,1143133,59.01%,36.52%,dem
98110,10306,1321299,540859,73192,690942,WA,47.6478,-122.538,24060,321.9,694203,52.54%,36.83%,dem
6880,10295,7700152,1921305,1443863,4273049,CT,41.14287,-73.34745,28234,511.3,1092275,54.57%,40.93%,dem
20852,10293,2102481,629751,303619,1137934,MD,39.0496,-77.1204,46904,1871.1,449959,60.33%,33.91%,dem
60062,10256,3584875,724388,1054410,1776599,IL,42.12655,-87.84438,40459,832.5,520786,55.83%,38.76%,dem
78731,10239,2212625,680328,408321,1104600,TX,30.3471,-97.7609,27175,1097,642686,43.24%,52.23%,rep
87501,10234,1622190,868548,48063,693806,NM,35.6975,-105.9821,15871,73.3,445980,48.26%,40.04%,dem
95125,10205,1030756,400550,83355,533801,CA,37.296,-121.8939,53574,2510.1,1053163,61.73%,31.62%,dem
85251,10194,1427605,219060,356323,832691,AZ,33.4936,-111.9167,41575,1801.6,288080,45.13%,48.67%,rep
93105,10172,1168069,584133,89742,485592,CA,34.4369,-119.7285,27515,98.6,1067593,61.73%,31.62%,dem
97219,10101,1252745,545591,73373,617816,OR,45.458,-122.7074,42813,1270.3,465453,50.07%,39.09%,dem
80112,10075,1826804,207268,263852,1310921,CO,39.5805,-104.9011,33081,610.5,409481,48.16%,43.25%,dem
60091,10064,3844960,1056071,688769,2079883,IL,42.07702,-87.72809,27367,1949.9,685530,55.83%,38.76%,dem
1002,10023,760568,408710,7770,341484,MA,42.37492,-72.4621,30066,203.7,316330,60.01%,32.81%,dem
19119,9979,2224368,1199220,124690,889137,PA,40.0547,-75.1866,29391,3222.9,242118,47.46%,48.18%,rep
2478,9966,2245328,1228317,60739,947876,MA,42.39603,-71.17951,26033,2050.7,896430,60.01%,32.81%,dem
95472,9937,809408,362874,9925,430311,CA,38.3941,-122.8433,30762,157.8,735908,61.73%,31.62%,dem
7052,9905,1624986,328348,91171,1201601,NJ,40.7893,-74.26283,47210,1482.8,362755,54.99%,41.00%,dem
80202,9904,5551909,711091,1379346,3444055,CO,39.7491,-104.9946,13756,3498.7,508646,48.16%,43.25%,dem
2140,9877,1376813,770032,12569,585900,MA,42.39327,-71.13323,21338,5888,702634,60.01%,32.81%,dem
78209,9790,3207493,406951,1235711,1514831,TX,29.4821,-98.4554,42045,1485.7,346675,43.24%,52.23%,rep
78746,9693,4438357,1084595,819036,2480673,TX,30.2971,-97.8181,28495,461.2,995848,43.24%,52.23%,rep
27514,9674,2461403,981849,75180,1396108,NC,35.9203,-79.0372,32304,637.7,374924,46.17%,49.83%,rep
60015,9645,2347678,1120483,281023,921551,IL,42.1725,-87.87479,27452,763.3,469589,55.83%,38.76%,dem
98102,9643,1795585,834326,80364,869191,WA,47.6302,-122.321,25448,6228.4,618141,52.54%,36.83%,dem
90068,9637,1880492,940974,34090,894613,CA,34.1156,-118.3305,20982,1110.6,948103,61.73%,31.62%,dem
98118,9604,737205,334505,20225,374032,WA,47.5412,-122.275,48436,2639.1,468136,52.54%,36.83%,dem
91604,9588,1970291,923078,99501,939427,CA,34.143,-118.3913,32117,2176.4,987018,61.73%,31.62%,dem
94583,9532,1396973,154380,110351,776793,CA,37.7562,-121.9522,35102,901,983585,61.73%,31.62%,dem
92024,9522,1269187,535245,168126,555758,CA,33.0535,-117.2689,51496,1123.9,912745,61.73%,31.62%,dem
91107,9518,754193,299102,113411,332083,CA,34.151,-118.0889,32364,1545.6,812852,61.73%,31.62%,dem
75225,9466,25474620,617375,2461005,22332529,TX,32.8628,-96.7918,21296,1708.8,1091376,43.24%,52.23%,rep
90402,9401,7185143,2531279,213995,4411355,CA,34.0349,-118.503,11866,2360.4,2172893,61.73%,31.62%,dem
98040,9391,2610646,811616,361378,1407879,WA,47.5603,-122.2281,25492,1373.1,1333246,52.54%,36.83%,dem
80303,9371,1153815,522645,250426,363256,CO,39.9914,-105.2392,24631,392.3,638204,48.16%,43.25%,dem
2445,9352,3497711,1293434,195631,1994400,MA,42.32597,-71.13397,21324,3066.4,941945,60.01%,32.81%,dem
30080,9350,520774,114712,57515,329155,GA,33.8796,-84.5023,55361,1414.7,246097,45.64%,50.77%,rep
2109,9349,1255706,282067,75107,895432,MA,42.36474,-71.05301,3853,8401.7,833619,60.01%,32.81%,dem
7901,9341,2599946,400923,804209,1385052,NJ,40.71468,-74.36592,23335,1388.9,823315,54.99%,41.00%,dem
20850,9329,1624283,651001,104951,811019,MD,39.087,-77.168,51568,1268.5,544236,60.33%,33.91%,dem
94107,9324,2552135,1290882,64055,1166134,CA,37.7621,-122.3971,29689,5730,1090000,61.73%,31.62%,dem
78703,9304,3135992,868122,555529,1681917,TX,30.2907,-97.7648,20890,1366.4,869007,43.24%,52.23%,rep
98105,9301,2089106,814703,189537,1067441,WA,47.6633,-122.3022,48861,4108.7,836740,52.54%,36.83%,dem
75205,9296,11751872,601388,4250521,6852289,TX,32.826,-96.7843,24879,2046.3,1112525,43.24%,52.23%,rep
2906,9287,1622046,877303,63544,677947,RI,41.83919,-71.38994,28196,3382.6,421468,54.41%,38.90%,dem
27516,9260,928317,519163,23835,372663,NC,35.9162,-79.0999,41551,150.1,331498,46.17%,49.83%,rep
19087,9241,2867876,1106883,475564,1231711,PA,40.0612,-75.3999,32934,779.5,504659,47.46%,48.18%,rep
15217,9206,1720107,677056,134933,864731,PA,40.4308,-79.9205,27758,2760.6,297899,47.46%,48.18%,rep
60302,9201,1278340,645498,50371,541528,IL,41.89463,-87.78971,32048,4117.3,421106,55.83%,38.76%,dem
6517,9157,537623,296794,7606,226971,CT,41.34836,-72.90503,14445,1124.3,207247,54.57%,40.93%,dem
27517,9103,1891848,646338,319426,908305,NC,35.9182,-79.0035,24092,196.1,380218,46.17%,49.83%,rep
94530,9080,605192,331433,14904,252341,CA,37.9156,-122.2985,25754,1910.8,618258,61.73%,31.62%,dem
94965,9036,1364360,616524,64491,680740,CA,37.8601,-122.4946,11408,309.9,1232983,61.73%,31.62%,dem
78704,9013,1432507,610066,69405,728310,TX,30.2428,-97.7658,48486,1871.5,538695,43.24%,52.23%,rep
63105,8940,7211968,1211523,1751263,4116810,MO,38.6459,-90.3264,18333,2554.5,546544,38.14%,56.77%,rep
94010,8925,5048227,2059100,504820,2449503,CA,37.5671,-122.3676,42730,1328.3,2220856,61.73%,31.62%,dem
98117,8909,1219805,427323,91762,691229,WA,47.6873,-122.3772,35111,3142.1,685938,52.54%,36.83%,dem
98033,8906,1777867,517574,253234,976289,WA,47.6786,-122.1894,39075,1439.5,803870,52.54%,36.83%,dem
90403,8900,1487529,604459,91823,770137,CA,34.0287,-118.4924,24354,6633.2,1018765,61.73%,31.62%,dem
90245,8864,828117,96932,47386,668047,CA,33.9243,-118.4119,16850,1177,1162573,61.73%,31.62%,dem
94901,8840,1506902,675811,167259,650015,CA,37.9691,-122.5105,42482,1207.3,1014541,61.73%,31.62%,dem
30319,8838,1790599,232246,282267,1205105,GA,33.8687,-84.3351,41839,1429,481716,45.64%,50.77%,rep
20904,8817,1021838,411897,54108,542855,MD,39.0668,-76.9969,57035,1539.8,397078,60.33%,33.91%,dem
91423,8791,2085034,605396,365197,1097840,CA,34.1526,-118.4322,33737,2742.5,940401,61.73%,31.62%,dem
95062,8785,601881,304466,18481,273972,CA,36.9721,-121.9881,38028,2760.3,780530,61.73%,31.62%,dem
65203,8753,1400430,436373,335593,606616,MO,38.9348,-92.3639,57788,266.1,213747,38.14%,56.77%,rep
94122,8750,1009102,581483,21629,391237,CA,37.7593,-122.4836,62131,9146.8,1205999,61.73%,31.62%,dem
80302,8735,4780425,1253590,108129,3368010,CO,40.0172,-105.2851,29109,125.8,796214,48.16%,43.25%,dem
60202,8707,1071960,608979,24562,430698,IL,42.03045,-87.68954,32861,3962.6,307457,55.83%,38.76%,dem
77079,8697,2213612,120151,211087,1576161,TX,29.7738,-95.598,33768,1636.4,475171,43.24%,52.23%,rep
94303,8677,6202981,1015726,136687,5033393,CA,37.4673,-122.1388,48039,2203.9,1587147,61.73%,31.62%,dem
94920,8673,5892488,1868761,209433,3783347,CA,37.8843,-122.4637,12797,737.3,1911413,61.73%,31.62%,dem
20878,8669,1185579,381345,84973,684510,MD,39.1125,-77.2515,64126,1100.4,521504,60.33%,33.91%,dem
92103,8655,1120801,598917,102639,413173,CA,32.7466,-117.1636,34878,3184.4,626824,61.73%,31.62%,dem
98004,8649,3733352,923089,416003,2352241,WA,47.6155,-122.2072,35034,1532.4,1219482,52.54%,36.83%,dem
35242,8640,1730781,81264,684547,906584,AL,33.3813,-86.7046,55122,361.7,318136,34.36%,62.08%,rep
94520,8629,521450,214083,61848,237137,CA,37.9823,-122.0362,38568,1465.3,306860,61.73%,31.62%,dem
77019,8618,8302878,1098496,1768979,5402763,TX,29.7517,-95.4054,21319,2078.2,545447,43.24%,52.23%,rep
20912,8605,1491716,728046,20336,719494,MD,38.9832,-77.0007,26239,3584.7,503764,60.33%,33.91%,dem
91711,8604,933985,371037,146695,401346,CA,34.1092,-117.7183,36854,918.3,630269,61.73%,31.62%,dem
94062,8604,6777579,1498754,1189593,4068334,CA,37.4245,-122.296,27757,140.9,1766344,61.73%,31.62%,dem
53703,8559,1448301,694760,75487,668118,WI,43.0775,-89.3831,33467,5931.4,312152,46.45%,47.22%,rep
94618,8553,1425192,756912,69033,593832,CA,37.8431,-122.2402,17041,2553.7,1109548,61.73%,31.62%,dem
20011,8521,1451787,640954,63620,705846,DC,38.9518,-77.0203,68695,4638.6,576902,90.48%,4.07%,dem
97202,8455,791988,408309,19635,349264,OR,45.484,-122.6365,42822,2362.8,519178,50.07%,39.09%,dem
20902,8436,768354,296736,74531,375924,MD,39.04,-77.0444,52484,2486.7,383160,60.33%,33.91%,dem
20901,8425,759433,339066,22800,382511,MD,39.0191,-77.0076,36154,2498.1,418744,60.33%,33.91%,dem
94595,8399,606422,273355,58318,260327,CA,37.8753,-122.0703,17938,1178.8,895008,61.73%,31.62%,dem
94703,8382,769887,414239,31067,317154,CA,37.863,-122.2749,21937,5734.2,971458,61.73%,31.62%,dem
53217,8378,3193032,568190,1374999,1240453,WI,43.1409,-87.9073,29184,796.8,351748,46.45%,47.22%,rep
98052,8373,1701339,922915,138277,604865,WA,47.6718,-122.1232,67779,1121.9,658877,52.54%,36.83%,dem
97330,8366,583150,305293,15726,255326,OR,44.5904,-123.2722,42614,207.7,329242,50.07%,39.09%,dem
90291,8295,2451038,1172695,37088,1232225,CA,33.9938,-118.4635,27525,4379.7,1276884,61.73%,31.62%,dem
60093,8281,7215056,1642518,1859242,3673983,IL,42.10441,-87.75872,19441,887,1073033,55.83%,38.76%,dem
98119,8256,3114407,1098467,85015,1906974,WA,47.6379,-122.3643,25710,3332.7,800064,52.54%,36.83%,dem
