"hack_license","medallion","vendor_id","pickup_datetime","dropoff_datetime","trip_distance","trip_time_in_secs","passenger_count"," fare_amount"
"AEEAB153BDE0C9328AD310E0AE0C50B7","BFC7B5658240F0BF73C7FBA5B3B5F338","VTS","2013-05-20 00:00:00","2013-05-20 00:10:00",3.2,600,1,12
"E4EE74263ADA909E3175B2A656D7D316","BF8BB94FEEB5C6D1F499351E960EF92A","VTS","2013-05-20 00:00:00","2013-05-20 00:10:00",2.24,600,1,10
"437F8DAC25396805E38BAA7D63F3F2F8","D7BE8487A5ED42E6A829A642B320EE4B","VTS","2013-05-20 00:00:00","2013-05-20 00:17:00",5.26,1020,5,17.5
"B42E1830F2F15BF9B81FA2A00E1D7606","C1B8772F6103A4C4B3EE6F93F0360688","VTS","2013-05-20 00:00:00","2013-05-20 00:24:00",12.43,1440,6,52
"018B84B770A384B90785D0CBDE32401E","980B554CAEC3E2C077D905EC4A286EE4","VTS","2013-05-20 00:00:00","2013-05-20 00:12:00",7.04,720,2,20.5
"41486244CD1CFE0AE7CB62FDD63D4EF9","FAB5D794DA58398B8716099C3D113F7E","VTS","2013-05-20 00:00:00","2013-05-20 00:09:00",3.56,540,1,12
"7FBDEDA148F281D75DD1022A35C50BBE","4D9B12EA20D314D0A414D7FE1EEE4FE4","VTS","2013-05-20 00:00:00","2013-05-20 00:15:00",2.89,900,1,12.5
"94B3E300AC01991235DCEF433C445BC8","DB18E9E94EB754CF15E66B03852EA17B","VTS","2013-05-20 00:00:00","2013-05-20 00:06:00",1.44,360,1,7
"0A64BD67FC0F6D2010428BBF9F5DDD55","5677EA3E0420306484A3B62BC49F3D8B","VTS","2013-05-20 00:00:00","2013-05-20 00:15:00",4.17,900,3,16
"CA05CF42B9323971F452D931F091ED9C","7EA8306E1A78955BC96230C52332575A","VTS","2013-05-20 00:00:00","2013-05-20 00:17:00",4.51,1020,2,16.5
"604D2DB02786BB98D83FFE8F1941E961","E5264BF2B41FA581408BDFD747234640","VTS","2013-05-20 00:00:00","2013-05-20 00:23:00",11.94,1380,3,34.5
"9581209E2CF6BB2F5C65DADDFC4A71CF","DA228BD6F2DA6D9AEA0DEE5B61380F9C","VTS","2013-05-20 00:00:00","2013-05-20 00:05:00",1.75,300,1,7
"9455CB24EC9202E50F85703E47AE83A0","EB82D71DBA59B7F7CB9A713FDEFB2FDE","VTS","2013-05-20 00:00:00","2013-05-20 00:18:00",10.93,1080,2,31
"44ADEBED5E90D10017373F0480385534","0800254DCA572994B3CBA620624153A8","VTS","2013-05-20 00:00:00","2013-05-20 00:13:00",3.7,780,2,14
"E24AEF2B9E6936A9E21C88EDD61A1DE3","65D4BC6F562DA084C6763DB2245B22CD","VTS","2013-05-20 00:00:00","2013-05-20 00:17:00",9.34,1020,6,27
"F13A13704AE4ADC1C70A71F39858920B","351E1091AB0ADB554152A55BBA66E4ED","VTS","2013-05-20 00:00:00","2013-05-20 00:13:00",5.71,780,1,18.5
"BF24F19FC7C0DA78B240D1DA7740E3EC","67108EDF8123623806A1DAFE8811EE63","VTS","2013-05-20 00:00:00","2013-05-20 00:07:00",1.89,420,1,8.5
"A9A6D8686CFA967F05DC951D43D97541","AC863FB477098FC91AFC8D4F909C84E4","VTS","2013-05-20 00:00:00","2013-05-20 00:04:00",1.21,240,1,5.5
"98F36AF507A7DDDFB5F870345C238318","4F5BFF21FA397E0B48A18BAAFFEBC2DB","VTS","2013-05-20 00:00:00","2013-05-20 00:26:00",10.72,1560,1,32
"1FF4842323AC085DD0682B94B19C18C1","442E7A6E22CD3FBE221E44D28FE4F010","VTS","2013-05-20 00:00:00","2013-05-20 00:07:00",3.44,420,5,11.5
"DF97B5709C24E687D6703A196BA68102","0C4726D4E2AF94BF8FE2D23EFDA20917","VTS","2013-05-20 00:00:00","2013-05-20 00:15:00",8.96,900,1,25
"730992E3C88823C552002108D65614FD","D27A0F1D7A560D03E1D7EE27DE354EBA","VTS","2013-05-20 00:00:00","2013-05-20 00:15:00",3.67,900,6,14.5
"1B30C3BB8B306C4A393C8E7045AE71B4","6B943DA2BDA9D93BBE5D4874F5F4D951","VTS","2013-05-20 00:00:00","2013-05-20 00:09:00",2.45,540,1,10
"14D1DEED060F6B80EC1BE9EF0812F4BB","8D703561DA6CDC7AA1A167E04A9210A7","VTS","2013-05-20 00:00:00","2013-05-20 00:03:00",0.69,180,1,4.5
"9396A87366263E90920D99D10979DB3F","8CE40448888D7ADED44924CC77281937","VTS","2013-05-20 00:00:00","2013-05-20 00:09:00",1.64,540,1,8
"D57E3273719254C16939BB801BF2AB0C","49B8C46F115372D690549B4393A90F74","VTS","2013-05-20 00:00:00","2013-05-20 00:04:00",0.72,240,1,5
"DF3CBEFB1AD136D023A67AB622D70422","CAC1EDFA3030AE06FDE1E572BC5B050C","VTS","2013-05-20 00:00:00","2013-05-20 00:16:00",6.37,960,1,19.5
"0A4C02DA346C5EC6E1317D68FDD6F566","1DFC3445A6990A629C2F80FC902B812F","VTS","2013-05-20 00:00:00","2013-05-20 00:09:00",4.43,540,1,13.5
"F73AA91687B1C2E23D97AA4B7F64D4FF","B341CD110148050E60FA47D6283AFB6B","VTS","2013-05-20 00:00:00","2013-05-20 00:13:00",2.47,780,1,11.5
"A1D3489D39373D830AB52FF55001E926","F8708465712E5AE5F755BD5646AAD1EC","VTS","2013-05-20 00:00:00","2013-05-20 00:05:00",0.83,300,1,6
"8A73F06E0914A0DC1434FA550716CBCD","73A0C178888FDAB55F59FE1A1E640373","VTS","2013-05-20 00:00:00","2013-05-20 00:05:00",1.73,300,5,7
"598E9DA87FA7FC33355ACCE1C4AD3684","F0BC6D487F643F133948F12958855912","VTS","2013-05-20 00:00:00","2013-05-20 00:07:00",1.46,420,4,7
"7A7773666EF6819B94DC97AA47DE1C23","7F1C0563559E2D7AC63EFB1608FF29AD","VTS","2013-05-20 00:00:00","2013-05-20 00:08:00",1.52,480,1,7.5
"8B31C297D9BC4CF40D196ED09124FF8E","1B710A4C8AE2E5E76C2BBA4D0BB396A1","VTS","2013-05-20 00:00:00","2013-05-20 00:10:00",2.67,600,2,11
"2ECD011C908B4E3C5B2D438F9BB59082","43A0C083DE32A06AAF5C23E68D8FCC79","VTS","2013-05-20 00:00:00","2013-05-20 00:12:00",4.69,720,5,14.5
"1BCE010A980ABB8BF457A8608962D85C","4DF0F508772326326DCBAEA86760564C","VTS","2013-05-20 00:00:00","2013-05-20 00:08:00",2.3,480,1,9.5
"34A36B2C5BB64DABF253E0176E346C50","B4ECEF9E360BAA71241937B7B7843C48","VTS","2013-05-20 00:00:00","2013-05-20 00:05:00",0.83,300,1,5.5
"D3E4C3232D755DF000D6353AD63EF6CB","7F3AE0D21D3846759CA20FAAD7BC5F5B","VTS","2013-05-20 00:00:00","2013-05-20 00:08:00",3.03,480,1,10.5
"B6E050153F5E1F4FB954270388C1F5F1","4382E173A0220F454E396D1607457F50","VTS","2013-05-20 00:00:00","2013-05-20 00:05:00",1.31,300,1,6.5
"68E0761F7B986FA601D6C721DC0B220A","603D0E47A28E37D10E7E3D438B04DB06","VTS","2013-05-20 00:00:00","2013-05-20 00:06:00",0.69,360,1,5.5
"C452E86C2802B3EF4741103A36007F86","A586D6957958565CFFE7B08DC5A233E0","VTS","2013-05-20 00:00:00","2013-05-20 00:09:00",2.38,540,1,9.5
"ACD210ECF8978DB039788EC1B6B9429E","8CDC57710E25744AAE9ADE5811B2C896","VTS","2013-05-20 00:00:00","2013-05-20 00:14:00",4.35,840,1,15
"7C0EFF80E98EDF00241D2E32E47E231F","2966685FCDA745411DAF8DE1942B8022","VTS","2013-05-20 00:00:00","2013-05-20 00:06:00",0.12,360,1,6
"592B606A15C9F399EF72482E282120A8","8AE2EBA7A53C1402F9AB0FE38491F4EB","VTS","2013-05-20 00:00:00","2013-05-20 00:10:00",3.6,600,1,12.5
"34B2397EA45C3324A8A6A31DB623FCFC","9DCEF2F854EE4D4090847E0901929F8A","VTS","2013-05-20 00:00:00","2013-05-20 00:01:00",0.43,60,1,3.5
"5396A9EF40DF0C561E9D5D0F3AD7C79D","8AD91402938128BE88812A92F89A76C0","VTS","2013-05-20 00:00:00","2013-05-20 00:17:00",6.12,1020,1,20.5
"6DB16CEC835025E114CCE6E6FD1E1976","33C5CA859B7EB35E11E63A777670DBEB","VTS","2013-05-20 00:00:00","2013-05-20 00:00:00",0.13,0,1,2.5
"DE6F4FF620943D0D8568F35FA2356ACC","49E06386E3DF30FFB6A98D4321874BF0","VTS","2013-05-20 00:00:00","2013-05-20 00:01:00",0.49,60,1,3.5
"76FE35B1343D30A42E02530F9382A3F0","A8F46CBAAF164F60BBE1D00EE1DBA331","VTS","2013-05-20 00:00:00","2013-05-20 00:08:00",1.4,480,1,8
"57022071C2046E511E3678691B317B3F","888051B3BA36E5A63389981E0D15D6B3","VTS","2013-05-20 00:00:00","2013-05-20 00:04:00",0.88,240,1,5
"D557112A5C17002358F920DB9EFF3502","A1436A9F8F71EADB5A927E6E01D58408","VTS","2013-05-20 00:00:00","2013-05-20 00:04:00",0.68,240,1,5
"C132B346E19256E7C5556937ED9AFD02","EC3BBBE6E16C6E3B56E064D961A178BB","VTS","2013-05-20 00:00:00","2013-05-20 00:13:00",4.63,780,2,15.5
"04CE9F46D83EE180DA94EECD49D5CA7C","2FF842560A0D55E0849A07E81FAADDAD","VTS","2013-05-20 00:00:00","2013-05-20 00:11:00",2.69,660,1,10.5
"0B0AA1DDA48D5EC62AE90A8C586C63A9","6B312AC7515CAA651B6B4F5251B26FA5","VTS","2013-05-20 00:00:00","2013-05-20 00:17:00",5.64,1020,6,18.5
"79688A07393120321E37B785647AFB1B","97A9109887FC8A8DC9E03C616911F808","VTS","2013-05-20 00:00:00","2013-05-20 00:07:00",1.24,420,2,6.5
"3F86C9DA518FE0D19514863A51DA6652","48A106A9E7294473EEF9C7C2259771FE","VTS","2013-05-20 00:00:00","2013-05-20 00:04:00",1.21,240,1,5.5
"08957D6143DA6F8DA59D47ABECD745FF","92E514E0D0388A4CD364E0EAE5039CEB","VTS","2013-05-20 00:00:00","2013-05-20 00:02:00",0.59,120,6,4
"392131034A21E74CE799215DA06C88DE","17B381C92B9EDA2D9147C997CC492CAB","VTS","2013-05-20 00:00:00","2013-05-20 00:08:00",1.98,480,1,9
"1336FC28E39058279A4D3FF726366D0F","8A2CD6464FE17A04FEE5FF2FB6883EDA","VTS","2013-05-20 00:00:00","2013-05-20 00:15:00",8.02,900,1,23
"186DB365E8D766C782943391708FF87B","002E3B405B6ABEA23B6305D3766140F1","VTS","2013-05-20 00:00:00","2013-05-20 00:07:00",1.78,420,1,8
"0910B70BC6DE6ABDBD13076C7C79FF7E","7A71274C8D22CB1F0F35C5DC2B0272DA","VTS","2013-05-20 00:00:00","2013-05-20 00:07:00",2.15,420,1,8.5
"FE15BBE5E57A3DE09CC23D1E867FFD26","1C46178096EAF05D3E9EAC8BF33D988D","VTS","2013-05-20 00:00:00","2013-05-20 00:15:00",4.88,900,1,16.5
"A80CB7AD1D975BE826874C6ABBA1D483","03BAB434703D9DB0E709AFFE3FCE2207","VTS","2013-05-20 00:00:00","2013-05-20 00:16:00",9.79,960,1,28
"63C9D5AF0201260E3C65BB64631623EF","CB8A9156EC40FF4CA3D9C5173EE33744","CMT","2013-05-20 00:00:00","2013-05-20 00:11:41",1.9,701,1,11.5
"79B7B10BB53D873EEDD602FA59E1939A","04BC6422B122AEA5BF32379379F709AD","VTS","2013-05-20 00:00:00","2013-05-20 00:20:00",10.09,1200,1,30.5
"D147053B33D0A0A6EB6121EF28EE5ED4","32078EEE852450BEB8A2E766F556C680","VTS","2013-05-20 00:00:00","2013-05-20 00:23:00",15.53,1380,3,42
"F4F6C8486706BFF6C535F2D6E0DE4744","EAB479A33FCBA0B5C34439288141E9CB","VTS","2013-05-20 00:00:00","2013-05-20 00:05:00",1.57,300,5,7
"2AC2D520CC11D1C865CE868F7B755DFF","B279629BCCC11F6C13690E542372BDB0","VTS","2013-05-20 00:00:00","2013-05-20 00:15:00",3.79,900,1,14.5
"4F2627F9FD34A9B9EFCCFC5147048345","7B0FCDFF4DC4D7E6379CD6595C024F1D","VTS","2013-05-20 00:00:00","2013-05-20 00:06:00",1.49,360,1,7
"121390F60BDA7C860CB4032B4AA65FB2","0993B35345855A59358A2E144B09DD7B","VTS","2013-05-20 00:00:00","2013-05-20 00:09:00",5.19,540,2,15.5
"98B6C5659B74DBC3C128FBAB05BD26DC","A6D866B8A80EE29B7E755A733D704D0C","VTS","2013-05-20 00:00:00","2013-05-20 00:02:00",0.66,120,2,4
"034FD1FFCF32FD9D8571784FB6755C54","2D839735D8F021DC882EAD1171D45D2B","CMT","2013-05-20 00:00:00","2013-05-20 00:23:38",15.6,1417,1,52
"52D5D607AD2BC556AA5AFE29716B1655","EF31913B7B5850C047FEA95D0A78F9B6","VTS","2013-05-20 00:00:00","2013-05-20 00:13:00",3.05,780,1,12
"368099379ED48B33B8973A2EFC522F74","71DBF2B9CEEB040B1B0D450847EC88AC","VTS","2013-05-20 00:00:00","2013-05-20 00:21:00",6.5,1260,1,21.5
"CF6852D6D5E04872322CFB7BFCBA5867","8C8C25FDDE34446B139E87459AADB4D1","VTS","2013-05-20 00:00:00","2013-05-20 00:27:00",8.36,1620,2,28
"CC803A0633AAD73E150A6D0DC4E28227","B7EFECD46347973D86AA0124AACA4678","VTS","2013-05-20 00:00:00","2013-05-20 00:09:00",3.17,540,5,11
"31ED7759F75EE30C74AD68476514F1DA","C82B849E34A57B83657B3E20DAFB2C74","VTS","2013-05-20 00:00:00","2013-05-20 00:32:00",18.13,1920,1,52
"B295CBC9BA9042813CEBB65D038E1386","36B4A1F15DFD6F7CA4631ED307AFBBAD","VTS","2013-05-20 00:00:00","2013-05-20 00:09:00",2.47,540,1,10
"1E76C59BAE06D384C9064467E8601447","9F733CA42993C847C8643DFB21E5AC20","VTS","2013-05-20 00:00:00","2013-05-20 00:17:00",9.37,1020,2,27
"45B01E8DC88CE9D9229B787B5A6E255B","D5A324CA1BD88CE6E20AA4944B9083D4","VTS","2013-05-20 00:00:00","2013-05-20 00:05:00",0.95,300,6,6
"464A4E80C1E40C60160FA93CBC8B57F1","AB0407824CB0F06EF6891BB0BC6B27A3","VTS","2013-05-20 00:00:00","2013-05-20 00:08:00",2.53,480,3,9.5
"BCCAFB9AB09496225A0FE39096FD72C0","93016230D918385B81DBA8E407F1FE2D","VTS","2013-05-20 00:00:00","2013-05-20 00:15:00",4.85,900,1,16.5
"A9FC8E69FB59A5E3EDDA06E56129B1E6","EC36F8A8F6CB5E949D272C6DA2FB126D","VTS","2013-05-20 00:00:00","2013-05-20 00:01:00",0.47,60,1,3.5
"4ECFDAEE19F3D0A0060F8ACBB6D94244","1E170F1AC4227B6A930CE041C54FAC55","VTS","2013-05-20 00:00:00","2013-05-20 00:14:00",5.29,840,1,17
"54BB90D86E13744F25A09C01E993D3B3","E2FD499AAB985F4CCEBA955C92842C51","VTS","2013-05-20 00:00:00","2013-05-20 00:07:00",1.49,420,1,7.5
"39F821D7035E0D69020B426C28B3FFFB","97A457D6A8CFD72A38C1E3897CFFB6B7","VTS","2013-05-20 00:00:00","2013-05-20 00:06:00",0.99,360,1,6.5
"D53E500E2DFFB737F8AB05F1D4AA52AF","E9F3719F7FAFB57027ABD882495AF845","VTS","2013-05-20 00:00:00","2013-05-20 00:03:00",0.56,180,1,4.5
"44709B19D9CA2C85E657CCCD5BCB67A3","F1C9999513AF3506F13F6FB7AF823720","VTS","2013-05-20 00:00:00","2013-05-20 00:08:00",2.35,480,5,9
"28E996B9E75BCCC93BF24B99367F16AB","D1EE28871EEBF38B3945C52640E8DD63","VTS","2013-05-20 00:00:00","2013-05-20 00:07:00",1.94,420,1,8
"8E57A362C89B897A6913609FA8B416C4","1D5E5909601077EC11E6BBB284286E09","VTS","2013-05-20 00:00:00","2013-05-20 00:06:00",1.06,360,4,6.5
"ACD7EC94FEC305E794660AC1E2D070C6","9E07C0CBD7F85253EF9BE2F93FCA5969","VTS","2013-05-20 00:00:00","2013-05-20 00:19:00",5.54,1140,5,19.5
"0AD356FF3B8CD55F862D246FB50656EF","9F4C994968F52FA02432BEABBCBE2AAB","VTS","2013-05-20 00:00:00","2013-05-20 00:08:00",2.07,480,1,8.5
"1A984EA70B0F204ED14AEDB6C33B6F83","057C136D1166F540F43DAED0807328B2","VTS","2013-05-20 00:00:00","2013-05-20 00:07:00",1.57,420,5,7.5
"6401A8C092860B287C6A720B1A18AC27","4C73459B430339981D78795300433438","VTS","2013-05-20 00:00:00","2013-05-20 00:12:00",5.36,720,2,17
"DF01E176C57867C7F7F30E293DE4A2F5","01DDF05F9C01F581EEC0434B78521495","VTS","2013-05-20 00:00:00","2013-05-20 00:06:00",1.92,360,2,8
"603DF637C4ABAEA2AA65BEAF4C62A314","8F26F4F3008E69F65A0E2165AF9E48E3","VTS","2013-05-20 00:00:00","2013-05-20 00:10:00",2.71,600,6,10.5
"80B671A3BF705E334AEF3036FB98A106","6400F648F727B3D063956246D2FF3DC4","VTS","2013-05-20 00:00:00","2013-05-20 00:02:00",0.62,120,1,4
"DA4722EBE397EE825574C883A8D7B41F","FF00E5D4B15B6E896270DDB8E0697BF7","VTS","2013-05-20 00:00:00","2013-05-20 00:08:00",1.8,480,1,8.5
"4FBAD760692D8C2B7A2ACE057B3B5F1B","2A7C1AF76D40C1D22AFD91EB8D4D7BAF","VTS","2013-05-20 00:00:00","2013-05-20 00:03:00",1.36,180,1,6
"1BE1959D2B70AB646535BF88E3AE472D","8D551AFCEC01D13559773D5B3CD234DA","VTS","2013-05-20 00:00:00","2013-05-20 00:09:00",2.6,540,1,10
"5B129EAD88BBFB23378D95D7FAA6C70A","541F30BF9781EC064CFFBEB137C54DCA","VTS","2013-05-20 00:00:00","2013-05-20 00:03:00",1.16,180,6,5.5
"2DE79C6436B49DCE17A8E0E013D2DA9E","A4D18C4B8E6D10C6FEAB86A295A6C77A","VTS","2013-05-20 00:00:00","2013-05-20 00:10:00",3.09,600,2,11.5
"21ED81E1EB6959505398A8B9ABBEAC07","72D278FE7D0584207BFFB27D13A6A094","VTS","2013-05-20 00:00:00","2013-05-20 00:10:00",1.63,600,6,9
"B3C7D5487B22C727EB3A488875D160D9","723CF4D42C953299AF3FA8C6EADCF98B","VTS","2013-05-20 00:00:00","2013-05-20 00:20:00",10.63,1200,6,30.5
"5C507073B2934B877D2852778EE15DE8","5582F434AC93D326C7FC38E975652727","VTS","2013-05-20 00:00:00","2013-05-20 00:10:00",2.55,600,1,11
"4EF12439F3504CB04DD5596029DD428C","365544F93701F53EA1EF36A9BF3DD677","VTS","2013-05-20 00:00:00","2013-05-20 00:09:00",1.55,540,1,8
"0CB9C4252808032ABFBE017CB97AF913","7B0A7D3499E0BC4EFDDFECA19A231AB4","VTS","2013-05-20 00:00:00","2013-05-20 00:08:00",1.93,480,1,9
"737F60503173C2EF986C7AD7F3B12122","9BD05932D8AFDD452B61362FEEA9A4A0","CMT","2013-05-20 00:00:02","2013-05-20 00:07:49",2.2,466,1,9.5
"9358ABEBAA4FD923E686819F682C65F2","EA51496CF24351897B5F1361928397FC","CMT","2013-05-20 00:00:03","2013-05-20 00:38:48",21.7,2323,1,52
"6264296C1563B3137597E0FF076F9903","1835D5A617CEBB686C96DF065B3949FC","CMT","2013-05-20 00:00:04","2013-05-20 00:13:19",4.2,793,1,14.5
"A9F2024B9DE7A8483D861702B8C8862B","E826C50A5E8428EA9DF8030B573FF3D4","CMT","2013-05-20 00:00:06","2013-05-20 00:25:58",11.1,1165,1,31.5
"AB66F5A4725659EFD72A3D6CEF557367","A132314DFCC3DC1F0C2A363B618C0D76","CMT","2013-05-20 00:00:07","2013-05-20 00:11:58",5.5,711,1,17
"35E41611697EA90250462BAEABD73308","6BF0AEAABAC2625689139762FD6B7131","CMT","2013-05-20 00:00:09","2013-05-20 00:07:31",1.8,442,1,8
"A49B1FE9254473A6B5AC37C5107CD2F8","6861A0C9EFBB147D30F84CED909E7AB9","CMT","2013-05-20 00:00:11","2013-05-20 00:17:50",10.1,1059,1,28.5
"CC59AC59FFEA1E232CA2EAC1099AE424","0F48C5AE255A294B4E88ECC3CED0CFC5","CMT","2013-05-20 00:00:12","2013-05-20 00:09:22",1.4,550,1,8.5
"5093BE45EA9719DD0E15F4B4ACD31511","BD3AD6CD972C3C266E4D520166C94E00","CMT","2013-05-20 00:00:13","2013-05-20 00:03:52",0.7,219,1,4.5
"9E3D133C991E6F9EC2C91F11312FB824","7A9728FFD700148BF60616DA97FFC3C3","CMT","2013-05-20 00:00:14","2013-05-20 00:05:08",1.3,293,3,6
"34833BDB659DAE20ECD8866BF789893F","7BAE537DCF7B063A39B9F8AB609F8E1C","CMT","2013-05-20 00:00:16","2013-05-20 00:10:23",2.7,607,3,10.5
"945F9C4391BC6ED4F00EEFBB20990798","374ED12B8CD6937E3F1F32E9C9926CEF","CMT","2013-05-20 00:00:16","2013-05-20 00:18:24",9,1087,1,26.5
"5CD7B60ED9F77A69F44C6E520F152FBC","139EB0A3B9AB01756892E21CE4265437","CMT","2013-05-20 00:00:16","2013-05-20 00:06:53",1.7,398,1,7.5
"7FF81CCC260BA03319F1ED52BC828834","C3E7F827F0CF5A5B9162DC0A6D2E726C","CMT","2013-05-20 00:00:16","2013-05-20 00:23:50",4.5,1413,1,18.5
"8F9643D8E06362885FE3E5ECA0B20F49","04C5C1A41D729169039F6A697E288319","CMT","2013-05-20 00:00:17","2013-05-20 00:18:17",5.1,912,1,16.5
"0500CA1E3D6C4F5CCB7CE85545D69BB1","4DAFFE6DCD91062165BF44CE3168667F","CMT","2013-05-20 00:00:18","2013-05-20 00:25:51",7.3,1533,1,25
"A61EFDFB93C3C6EDEB1A99C9CB58AE9A","FC0468E921E8BA7BF32CF87C69B39E32","CMT","2013-05-20 00:00:18","2013-05-20 00:20:28",6.8,1211,1,23
"D8782E207CA6EE65A6FBAE5425B1D0B6","FBB7B6B4099AD7F45A8AAC9A4A40A5E6","CMT","2013-05-20 00:00:19","2013-05-20 00:20:24",6.9,1205,1,23
"83D9FF573A9036E6CD50D4B7CCFE7184","55E1C5FE419BBADC967440CE0834B439","CMT","2013-05-20 00:00:20","2013-05-20 00:01:52",0.4,92,1,3.5
"578E2FDE718E7190235B12A142BDBC64","645FE6A8CCD529B22AF8BEEA58A8E514","CMT","2013-05-20 00:00:20","2013-05-20 00:18:46",9.2,1104,1,27
"88EE266B6CF8FEBCE5A70D77FD7730AE","423AF240E03E7D43309611CC9C256452","CMT","2013-05-20 00:00:20","2013-05-20 00:05:26",1.2,306,2,6
"975D00CB29FCEF9BAE68304DFA524D9B","522A474BDB239E341A078E8B44D49B95","CMT","2013-05-20 00:00:21","2013-05-20 00:05:30",1.4,310,1,6.5
"87AC24146C9AEC07EC732E5FAA868577","70CCC0545C24E83EBDBAFEF2E6982660","CMT","2013-05-20 00:00:21","2013-05-20 00:11:23",3.3,662,1,12
"995875CB4B6B3854582753FAE51B985B","D26494D0B7D45CFBF4FA2712ACFE6571","CMT","2013-05-20 00:00:21","2013-05-20 00:10:39",2.9,617,2,11
"363C039FD1A58A68CC271AE68323AE12","0B20663F2E8BE92D8A59554FF93915B2","CMT","2013-05-20 00:00:21","2013-05-20 00:07:00",2.1,398,1,8.5
"8FEE75BE977382532EB074674DA5DA97","EEB823EBDAC6961249B6C67C720CFC42","CMT","2013-05-20 00:00:21","2013-05-20 00:10:30",2.5,608,3,10.5
"D5D8C5B421487585C060AAFDCAE21A4B","549AC62C959FF82EDDB73FBFE0DCCC82","CMT","2013-05-20 00:00:22","2013-05-20 00:23:44",6,1401,1,22
"999BF04A509E96DB16FE096A63DCDC03","11708918FFB9A8771C6777EDF6F636A6","CMT","2013-05-20 00:00:22","2013-05-20 00:06:06",1.6,345,1,7
"E1B595FD55E4C82C1E213EB17438107A","0182C6A5DB38F2AC20E6E248109894A1","CMT","2013-05-20 00:00:23","2013-05-20 00:07:18",2.1,415,1,8.5
"15BE112F4BD47036D65E8B6698FB7326","9FE2DBF4F6BA1372AF3E48861561E548","CMT","2013-05-20 00:00:24","2013-05-20 00:11:40",1.7,676,1,11
"C049AC22547A516572ACCA5FB3747DBD","61508D032BC332E7B2323B5FC33C774A","CMT","2013-05-20 00:00:24","2013-05-20 00:07:42",2.2,437,1,9
"F7A0D0A1F845BEA373DB4D0995A8DE74","46B9B371013A3E03889886BD9D0D2D27","CMT","2013-05-20 00:00:24","2013-05-20 00:16:18",6.5,954,1,21
"FBF77A4DB59198FDC2155C36D2424E11","F174132BA4B7D0E5001123DE7118CB53","CMT","2013-05-20 00:00:25","2013-05-20 00:15:50",4.6,924,1,16
"892BBDD1A98B7B835ADD13E955E7A769","D740DAC71BFEE9B344EA95FC424EA096","CMT","2013-05-20 00:00:25","2013-05-20 00:13:59",7.8,813,1,23
"D818EF3E36F98E623C234F3469A41667","85F15ABC666BEF99BA8C805F25C38FDD","CMT","2013-05-20 00:00:25","2013-05-20 00:10:06",2.6,580,1,10.5
"7C50D254B2DB644DDBFD9B0A1009955C","DA14222335CC25FBE8A2C453D600A7CA","CMT","2013-05-20 00:00:27","2013-05-20 00:06:25",1.1,358,1,6.5
"2016DCBBB69D9AC02F383C665505CB7D","0B9BB48FFA09D9CFB23DBA37658F4BCA","CMT","2013-05-20 00:00:28","2013-05-20 00:07:00",1.2,391,2,7
"A74BFA04226DAB354F7851179658631F","F3103C0318FE9FCFCEE257C6E2254DB4","CMT","2013-05-20 00:00:28","2013-05-20 00:18:49",10,1099,1,29
"B0031A5DC82CF42C6B9C32241BD305BD","D1747389EAD9EB6EB0B30EE42D3B130D","CMT","2013-05-20 00:00:28","2013-05-20 00:03:38",0.7,189,1,4.5
"1762A40F2C1665A4C43B676FB6446C04","41616BA59DDF38D72D64035003F37121","CMT","2013-05-20 00:00:28","2013-05-20 00:03:30",1.9,183,1,7
"332425CC145C4810E9C7F12613A961A0","A994267F9554B8FE7BD2971162B85993","CMT","2013-05-20 00:00:29","2013-05-20 00:09:08",2.2,519,1,9.5
"28FB3F64F9E36D06F5202F7DFEB961A4","BECB58A572A26D4C85BA97A1EF4F2600","CMT","2013-05-20 00:00:29","2013-05-20 00:15:34",5.1,905,1,17
"AB15AF294C747D235471E201CAFC1F06","60B093469FF2F8BBE64CC928C75156E0","CMT","2013-05-20 00:00:29","2013-05-20 00:29:55",16,1555,2,44.5
"BE1E9358410F1F64F26D479A44FA89ED","15ECD7D52AE7D3D961DAACFEDDD50750","CMT","2013-05-20 00:00:30","2013-05-20 00:03:20",0.4,170,1,4
"CEE943E2F4B7A0CCC34E5DEFF6C7C9A7","9C49983EBE7688AE73DE96E7A8D06AC4","CMT","2013-05-20 00:00:30","2013-05-20 00:09:33",0.8,351,2,6
"7F22CAEF031F12050A911170CB19194F","0C46A0B4C6DDBA259CBAA2B8F07305D2","CMT","2013-05-20 00:00:31","2013-05-20 00:12:13",3.8,703,2,13.5
"9D53FC03D39CD873CA906BA1F9F4926B","914B3E8CD921E1708995D94CE3F90F6B","CMT","2013-05-20 00:00:31","2013-05-20 00:10:48",1.1,617,1,11
"490844D7A56B99A5BEF09E68BC0552A1","09059ECCC553E55DBD93F5083D09A3FC","CMT","2013-05-20 00:00:32","2013-05-20 00:17:06",4.5,994,1,16.5
"7755F15B53E80250D460614785B8027A","1D840F41F5866D6995429C96C863CFDF","CMT","2013-05-20 00:00:32","2013-05-20 00:05:21",1,289,1,5.5
"6745F4112BFF1A7F292A954B75E8A307","0718D7D98340FB8C8262ED4659A697D6","CMT","2013-05-20 00:00:32","2013-05-20 00:05:53",1.4,320,1,6.5
